userId,movieId,rating,timestamp
562729,187595,5.0,1021904461
562729,187593,5.0,847793139
562729,187541,5.0,1223244645
562219,187595,5.0,1054704852
562219,187593,5.0,895000392
562219,187031,5.0,1340675229
558199,187595,5.0,871665805
558199,187593,5.0,1475120138
558199,183011,5.0,947835200
550663,187595,5.0,957618066
550663,187593,5.0,1206598269
550663,175475,5.0,1212032760
546145,187595,5.0,1218669291
546145,187593,5.0,1290213221
546145,170957,5.0,1273373597
554323,187595,5.0,1163290069
554323,187593,5.0,1483888932
554323,179135,5.0,1046489068
524076,187595,5.0,1159887187
524076,187593,5.0,1254601122
524076,148888,5.0,977213846
540097,187595,5.0,1029057605
540097,187593,5.0,1174794598
540097,164909,5.0,1133509443
562167,187595,5.0,919412159
562167,187541,5.0,1366625012
562167,187031,5.0,1189378810
558147,187595,5.0,1351802170
558147,187541,5.0,1095997593
558147,183011,5.0,1524598421
550611,187595,5.0,1106659613
550611,187541,5.0,1351289268
550611,175475,5.0,1147028060
546093,187595,5.0,1364158805
546093,187541,5.0,1319193764
546093,170957,5.0,1350921655
554271,187595,5.0,1354896814
554271,187541,5.0,1417564012
554271,179135,5.0,1258503582
524024,187595,5.0,1136061835
524024,187541,5.0,1260255521
524024,148888,5.0,1525919830
540045,187595,5.0,1369784266
540045,187541,5.0,1015180409
540045,164909,5.0,835315360
557637,187595,5.0,1530422460
557637,187031,5.0,917526029
557637,183011,5.0,910073452
550101,187595,5.0,1103742221
550101,187031,5.0,1427575299
550101,175475,5.0,1376373950
545583,187595,5.0,1052875371
545583,187031,5.0,914227851
545583,170957,5.0,1099813492
553761,187595,5.0,964529663
553761,187031,5.0,1275237254
553761,179135,5.0,1044563358
523514,187595,5.0,1416236815
523514,187031,5.0,1261256123
523514,148888,5.0,837475315
539535,187595,5.0,1099213914
539535,187031,5.0,1011690964
539535,164909,5.0,1160145483
546081,187595,5.0,1139998430
546081,183011,5.0,1147779610
546081,175475,5.0,1377547436
541563,187595,5.0,1209977719
541563,183011,5.0,1460473551
541563,170957,5.0,1087276877
549741,187595,5.0,954329778
549741,183011,5.0,1224814061
549741,179135,5.0,878937860
519494,187595,5.0,1208960731
519494,183011,5.0,941695113
519494,148888,5.0,1005705036
535515,187595,5.0,834398129
535515,183011,5.0,1169590709
535515,164909,5.0,1409418711
534027,187595,5.0,1457119219
534027,175475,5.0,1281184630
534027,170957,5.0,1369442345
542205,187595,5.0,1109782855
542205,175475,5.0,1358523737
542205,179135,5.0,1287283550
511958,187595,5.0,1406248837
511958,175475,5.0,1246199118
511958,148888,5.0,893852673
527979,187595,5.0,1374805442
527979,175475,5.0,980714188
527979,164909,5.0,973370670
537687,187595,5.0,1341252742
537687,170957,5.0,1289571551
537687,179135,5.0,1073512418
507440,187595,5.0,1043678937
507440,170957,5.0,910953852
507440,148888,5.0,998804632
523461,187595,5.0,1134522940
523461,170957,5.0,1490309676
523461,164909,5.0,1328313772
515618,187595,5.0,977106960
515618,179135,5.0,1137814140
515618,148888,5.0,1476191239
531639,187595,5.0,1212408848
531639,179135,5.0,924072887
531639,164909,5.0,1514966319
501392,187595,5.0,1122114170
501392,148888,5.0,977182881
501392,164909,5.0,990219390
562165,187593,5.0,878158265
562165,187541,5.0,1206719613
562165,187031,5.0,1307835149
558145,187593,5.0,1407454256
558145,187541,5.0,1203312454
558145,183011,5.0,1072310776
550609,187593,5.0,1425793796
550609,187541,5.0,1252356883
550609,175475,5.0,1078010105
546091,187593,5.0,1262388599
546091,187541,5.0,1392378626
546091,170957,5.0,1302629517
554269,187593,5.0,1248285084
554269,187541,5.0,1182667741
554269,179135,5.0,1485858747
524022,187593,5.0,1127116360
524022,187541,5.0,1357601120
524022,148888,5.0,1089482481
540043,187593,5.0,1056121478
540043,187541,5.0,1078475814
540043,164909,5.0,1305778547
557635,187593,5.0,1426226954
557635,187031,5.0,1122245192
557635,183011,5.0,925898704
550099,187593,5.0,1206246022
550099,187031,5.0,1220227971
550099,175475,5.0,1191371549
545581,187593,5.0,1041404385
545581,187031,5.0,903513174
545581,170957,5.0,1145389046
553759,187593,5.0,1420109189
553759,187031,5.0,918069355
553759,179135,5.0,1346748976
523512,187593,5.0,936757123
523512,187031,5.0,971569472
523512,148888,5.0,1366903634
539533,187593,5.0,830372220
539533,187031,5.0,1270799056
539533,164909,5.0,861974207
546079,187593,5.0,1327929746
546079,183011,5.0,1501272616
546079,175475,5.0,1214319722
541561,187593,5.0,1463687151
541561,183011,5.0,1432374925
541561,170957,5.0,1275995169
549739,187593,5.0,1154282181
549739,183011,5.0,1377008233
549739,179135,5.0,1147123185
519492,187593,5.0,1089473638
519492,183011,5.0,1501528834
519492,148888,5.0,1356339872
535513,187593,5.0,1511086108
535513,183011,5.0,1254841565
535513,164909,5.0,1046646923
534025,187593,5.0,1522501771
534025,175475,5.0,1455620164
534025,170957,5.0,1400026275
542203,187593,5.0,982401843
542203,175475,5.0,879350208
542203,179135,5.0,1525203224
511956,187593,5.0,842152319
511956,175475,5.0,863183767
511956,148888,5.0,1325861965
527977,187593,5.0,1279860551
527977,175475,5.0,1403036720
527977,164909,5.0,1071203688
537685,187593,5.0,1143187407
537685,170957,5.0,1291965852
537685,179135,5.0,921114428
507438,187593,5.0,928251086
507438,170957,5.0,1254913362
507438,148888,5.0,1456696555
523459,187593,5.0,1006197902
523459,170957,5.0,1224998800
523459,164909,5.0,1051498418
515616,187593,5.0,1105193316
515616,179135,5.0,1464435770
515616,148888,5.0,917958940
531637,187593,5.0,1524858511
531637,179135,5.0,1364510725
531637,164909,5.0,1035999100
501390,187593,5.0,1377856446
501390,148888,5.0,1074069349
501390,164909,5.0,1234102345
557583,187541,5.0,1127895440
557583,187031,5.0,1151033142
557583,183011,5.0,1282954514
550047,187541,5.0,1331815737
550047,187031,5.0,1381550534
550047,175475,5.0,1381465468
545529,187541,5.0,1320823443
545529,187031,5.0,1512572411
545529,170957,5.0,1342067110
553707,187541,5.0,921351778
553707,187031,5.0,1218390418
553707,179135,5.0,1404589908
523460,187541,5.0,1021143097
523460,187031,5.0,1121766114
523460,148888,5.0,1073267004
539481,187541,5.0,1515119448
539481,187031,5.0,1392003510
539481,164909,5.0,1138940346
546027,187541,5.0,1419224676
546027,183011,5.0,1423902484
546027,175475,5.0,1271496917
541509,187541,5.0,1522248350
541509,183011,5.0,1488237320
541509,170957,5.0,1199749225
549687,187541,5.0,1139609508
549687,183011,5.0,1106811330
549687,179135,5.0,880398135
519440,187541,5.0,883620735
519440,183011,5.0,893924880
519440,148888,5.0,1259313712
535461,187541,5.0,956664214
535461,183011,5.0,1225765097
535461,164909,5.0,923377230
533973,187541,5.0,903883443
533973,175475,5.0,1113866196
533973,170957,5.0,1416976290
542151,187541,5.0,1383944116
542151,175475,5.0,1271935775
542151,179135,5.0,1366879866
511904,187541,5.0,857375709
511904,175475,5.0,1082526067
511904,148888,5.0,1250357502
527925,187541,5.0,1330186797
527925,175475,5.0,1205125817
527925,164909,5.0,924933131
537633,187541,5.0,1140880443
537633,170957,5.0,1170957415
537633,179135,5.0,838338204
507386,187541,5.0,860534128
507386,170957,5.0,1479665276
507386,148888,5.0,1448650986
523407,187541,5.0,970469101
523407,170957,5.0,1010797620
523407,164909,5.0,906313318
515564,187541,5.0,989266672
515564,179135,5.0,1103527892
515564,148888,5.0,1400094939
531585,187541,5.0,1502472915
531585,179135,5.0,1347990733
531585,164909,5.0,1163610246
501338,187541,5.0,1255579178
501338,148888,5.0,987668899
501338,164909,5.0,973861779
545517,187031,5.0,1204667485
545517,183011,5.0,1145003772
545517,175475,5.0,1510045376
540999,187031,5.0,1150731536
540999,183011,5.0,882512974
540999,170957,5.0,1037411287
549177,187031,5.0,1072229312
549177,183011,5.0,1182169394
549177,179135,5.0,1105385930
518930,187031,5.0,1492649581
518930,183011,5.0,911404042
518930,148888,5.0,1092324122
534951,187031,5.0,1211311419
534951,183011,5.0,1101960406
534951,164909,5.0,1286544312
533463,187031,5.0,996765144
533463,175475,5.0,1008648011
533463,170957,5.0,1469296869
541641,187031,5.0,1202597705
541641,175475,5.0,1459489227
541641,179135,5.0,981183002
511394,187031,5.0,1257674204
511394,175475,5.0,1418423891
511394,148888,5.0,936946024
527415,187031,5.0,1493701628
527415,175475,5.0,834752882
527415,164909,5.0,1174111834
537123,187031,5.0,1452924025
537123,170957,5.0,1072585298
537123,179135,5.0,1004043332
506876,187031,5.0,1072716916
506876,170957,5.0,1525002818
506876,148888,5.0,1005313990
522897,187031,5.0,1134107734
522897,170957,5.0,1508209958
522897,164909,5.0,1491787938
515054,187031,5.0,1340397252
515054,179135,5.0,1245506483
515054,148888,5.0,1304961747
531075,187031,5.0,858128358
531075,179135,5.0,1237855470
531075,164909,5.0,1160737798
500828,187031,5.0,1218866606
500828,148888,5.0,992902688
500828,164909,5.0,1211534318
529443,183011,5.0,949780807
529443,175475,5.0,1482940625
529443,170957,5.0,1303337435
537621,183011,5.0,1276465265
537621,175475,5.0,939578364
537621,179135,5.0,910413796
507374,183011,5.0,975481874
507374,175475,5.0,1078253861
507374,148888,5.0,885480584
523395,183011,5.0,1094931528
523395,175475,5.0,1178016118
523395,164909,5.0,894819532
533103,183011,5.0,1508983557
533103,170957,5.0,1085912977
533103,179135,5.0,1169304781
502856,183011,5.0,884813509
502856,170957,5.0,1297417895
502856,148888,5.0,1450241769
518877,183011,5.0,1074385879
518877,170957,5.0,1114862886
518877,164909,5.0,1177179412
511034,183011,5.0,1012664896
511034,179135,5.0,1153015251
511034,148888,5.0,1483953817
527055,183011,5.0,1508487975
527055,179135,5.0,1413391342
527055,164909,5.0,913026104
496808,183011,5.0,1438183860
496808,148888,5.0,1446176192
496808,164909,5.0,1203305397
525567,175475,5.0,1049007483
525567,170957,5.0,1455583135
525567,179135,5.0,1230006572
495320,175475,5.0,1511709599
495320,170957,5.0,1312714643
495320,148888,5.0,1276875046
511341,175475,5.0,1088330825
511341,170957,5.0,1383022324
511341,164909,5.0,1171494370
503498,175475,5.0,919364702
503498,179135,5.0,1229747697
503498,148888,5.0,1114331223
519519,175475,5.0,1330981876
519519,179135,5.0,1067341601
519519,164909,5.0,1178525724
489272,175475,5.0,1147433052
489272,148888,5.0,1167599548
489272,164909,5.0,1119903052
498980,170957,5.0,1254522632
498980,179135,5.0,1174500784
498980,148888,5.0,853360359
515001,170957,5.0,1536203331
515001,179135,5.0,1176260531
515001,164909,5.0,1297286653
484754,170957,5.0,1112755565
484754,148888,5.0,1323977369
484754,164909,5.0,1194128784
492932,179135,5.0,1155435182
492932,148888,5.0,1111468035
492932,164909,5.0,937849621
